Date,Open,High,Low,Close,Adj Close,Volume
2017-09-16,52.000000,57.340000,50.540001,52.099998,52.099998,120177655
2017-09-17,52.099998,53.180000,47.730000,51.000000,51.000000,73060667
2017-09-18,51.000000,57.490002,50.980000,56.160000,56.160000,111381221
2017-09-19,56.160000,56.700001,51.270000,52.799999,52.799999,89515520
2017-09-20,52.799999,54.369999,51.070000,51.560001,51.560001,46361439
2017-09-21,51.560001,52.480000,45.110001,46.459999,46.459999,100420510
2017-09-22,46.459999,49.029999,44.799999,47.669998,47.669998,76916515
2017-09-23,47.669998,50.009998,46.380001,49.290001,49.290001,44793106
2017-09-24,49.290001,49.400002,47.180000,47.500000,47.500000,29589565
2017-09-25,47.500000,53.160000,47.470001,52.270000,52.270000,66087743
2017-09-26,52.270000,54.369999,51.419998,52.270000,52.270000,48431172
2017-09-27,52.270000,57.389999,52.240002,56.900002,56.900002,75024623
2017-09-28,56.900002,57.160000,54.000000,54.910000,54.910000,64516773
2017-09-29,54.910000,54.930000,50.439999,52.799999,52.799999,64227763
2017-09-30,52.799999,55.910000,52.750000,55.410000,55.410000,36860837
2017-10-01,55.410000,55.549999,53.580002,54.799999,54.799999,30401267
2017-10-02,54.799999,54.970001,52.930000,53.290001,53.290001,30684048
2017-10-03,53.290001,53.540001,51.340000,52.150002,52.150002,30707803
2017-10-04,52.150002,52.980000,50.529999,51.220001,51.220001,31053173
2017-10-05,51.220001,51.869999,50.169998,51.639999,51.639999,26593841
2017-10-06,51.639999,52.750000,51.340000,52.080002,52.080002,21668387
2017-10-07,52.080002,52.900002,51.610001,52.570000,52.570000,19001783
2017-10-08,52.570000,54.790001,52.320000,53.299999,53.299999,36217438
2017-10-09,53.299999,53.439999,48.119999,50.080002,50.080002,54786620
2017-10-10,50.080002,51.630001,49.689999,50.580002,50.580002,31741909
2017-10-11,50.580002,51.049999,50.180000,50.790001,50.790001,19957142
2017-10-12,50.790001,59.720001,50.730000,59.720001,59.720001,121666559
2017-10-13,59.720001,60.759998,55.110001,59.049999,59.049999,122355541
2017-10-14,59.049999,66.480003,58.340000,63.939999,63.939999,111286807
2017-10-15,63.939999,69.949997,62.080002,65.570000,65.570000,136097133
2017-10-16,65.580002,66.410004,62.279999,64.760002,64.760002,57750104
2017-10-17,64.760002,64.970001,58.500000,59.189999,59.189999,62123185
2017-10-18,59.189999,61.889999,53.049999,60.549999,60.549999,98042683
2017-10-19,60.549999,61.389999,58.349998,59.680000,59.680000,59145290
2017-10-20,59.680000,62.169998,58.310001,60.090000,60.090000,55677469
2017-10-21,60.080002,60.360001,56.169998,58.090000,58.090000,47776832
2017-10-22,58.090000,58.669998,55.730000,56.509998,56.509998,30628993
2017-10-23,56.520000,56.570000,51.919998,54.630001,54.630001,63386543
2017-10-24,54.630001,58.980000,52.349998,55.560001,55.560001,69816687
2017-10-25,55.560001,56.400002,53.520000,56.189999,56.189999,36591936
2017-10-26,56.189999,56.950001,54.900002,55.549999,55.549999,25040264
2017-10-27,55.549999,55.990002,54.689999,55.020000,55.020000,19515585
2017-10-28,55.020000,55.790001,53.950001,54.220001,54.220001,16837184
2017-10-29,54.220001,57.830002,53.860001,56.750000,56.750000,41624090
2017-10-30,56.750000,58.660000,55.810001,56.220001,56.220001,32778628
2017-10-31,56.220001,56.740002,55.490002,55.500000,55.500000,24119437
2017-11-01,55.500000,55.619999,52.720001,52.830002,52.830002,34633306
2017-11-02,52.820000,54.900002,50.029999,54.189999,54.189999,68822709
2017-11-03,54.189999,56.130001,53.790001,55.980000,55.980000,44375580
2017-11-04,55.980000,56.119999,54.619999,54.830002,54.830002,23813377
2017-11-05,54.840000,55.450001,54.430000,54.599998,54.599998,22789832
2017-11-06,54.599998,55.790001,53.430000,54.500000,54.500000,35930222
2017-11-07,54.500000,63.490002,54.470001,60.520000,60.520000,117999766
2017-11-08,60.520000,64.070000,59.590000,62.380001,62.380001,119045612
2017-11-09,62.380001,66.900002,61.590000,64.150002,64.150002,96467373
2017-11-10,64.150002,65.750000,56.020000,58.990002,58.990002,112277387
2017-11-11,59.070000,63.770000,58.639999,62.139999,62.139999,71691165
2017-11-12,62.139999,62.259998,56.730000,58.540001,58.540001,90545722
2017-11-13,58.529999,61.840000,58.070000,61.000000,61.000000,63578216
2017-11-14,61.000000,63.410000,60.119999,62.130001,62.130001,57740143
2017-11-15,62.130001,76.099998,62.080002,63.160000,63.160000,62683272
2017-11-16,63.150002,72.500000,62.500000,70.699997,70.699997,108893924
2017-11-17,70.699997,71.290001,65.330002,67.360001,67.360001,117701637
2017-11-18,67.360001,69.769997,65.410004,69.419998,69.419998,54642292
2017-11-19,69.419998,73.239998,68.470001,71.760002,71.760002,77870138
2017-11-20,71.760002,73.160004,70.900002,72.379997,72.379997,70492845
2017-11-21,72.379997,72.849998,68.089996,69.910004,69.910004,90392116
2017-11-22,69.910004,72.040001,69.879997,72.029999,72.029999,48021169
2017-11-23,72.029999,76.769997,70.739998,72.940002,72.940002,107737051
2017-11-24,72.970001,77.610001,72.339996,77.540001,77.540001,82185081
2017-11-25,77.529999,89.470001,77.070000,88.790001,88.790001,158025655
2017-11-26,88.769997,88.769997,83.730003,86.239998,86.239998,79938117
2017-11-27,86.199997,93.110001,86.120003,90.989998,90.989998,142772956
2017-11-28,90.989998,94.529999,89.529999,94.220001,94.220001,111647453
2017-11-29,94.220001,103.029999,78.120003,85.410004,85.410004,283266729
2017-11-30,85.400002,92.230003,76.949997,85.940002,85.940002,159892481
2017-12-01,85.940002,100.220001,81.110001,99.150002,99.150002,201759858
2017-12-02,99.150002,103.410004,97.519997,99.320000,99.320000,142658345
2017-12-03,99.320000,106.769997,96.870003,100.699997,100.699997,138622765
2017-12-04,100.709999,103.949997,95.389999,103.870003,103.870003,107176440
2017-12-05,103.860001,103.910004,100.370003,100.489998,100.489998,92720782
2017-12-06,100.489998,103.000000,95.110001,98.970001,98.970001,146319763
2017-12-07,98.940002,99.809998,86.930000,96.000000,96.000000,165747903
2017-12-08,95.989998,136.399994,93.370003,125.239998,125.239998,473760093
2017-12-09,125.339996,179.539993,125.339996,155.979996,155.979996,853646807
2017-12-10,155.979996,156.720001,130.389999,147.839996,147.839996,361899241
2017-12-11,147.460007,225.550003,146.970001,214.539993,214.539993,806672044
2017-12-12,214.529999,401.760010,210.360001,328.519989,328.519989,1712426348
2017-12-13,327.959991,347.799988,276.119995,305.269989,305.269989,1198402020
2017-12-14,305.029999,314.779999,268.119995,279.809998,279.809998,584754476
2017-12-15,280.019989,317.690002,249.240005,300.269989,300.269989,828163804
2017-12-16,299.980011,311.179993,285.559998,302.040009,302.040009,389831717
2017-12-17,302.040009,332.089996,300.589996,319.570007,319.570007,511044214
2017-12-18,319.570007,364.339996,300.880005,357.510010,357.510010,626661390
2017-12-19,357.510010,376.100006,324.369995,346.869995,346.869995,814023803
2017-12-20,346.730011,346.730011,286.540009,304.809998,304.809998,752136890
2017-12-21,304.769989,327.260010,286.390015,307.690002,307.690002,422642587
2017-12-22,307.690002,309.109985,158.960007,262.089996,262.089996,1167484790
2017-12-23,262.149994,312.709991,256.309998,284.109985,284.109985,433571769
2017-12-24,283.690002,285.399994,244.139999,272.239990,272.239990,314928561
2017-12-25,272.239990,283.459991,262.390015,268.209991,268.209991,154893244
2017-12-26,268.029999,283.859985,267.579987,279.489990,279.489990,190763629
2017-12-27,279.470001,285.320007,252.869995,264.070007,264.070007,219103646
2017-12-28,264.070007,265.649994,224.070007,249.860001,249.860001,281385850
2017-12-29,249.839996,258.359985,236.389999,243.130005,243.130005,207115905
2017-12-30,243.130005,243.419998,202.020004,212.070007,212.070007,268737310
2017-12-31,212.070007,235.399994,207.949997,226.520004,226.520004,187138183
2018-01-01,226.520004,232.259995,216.419998,224.339996,224.339996,115831512
2018-01-02,224.339996,260.529999,224.279999,251.809998,251.809998,314730425
2018-01-03,251.809998,256.809998,241.110001,244.630005,244.630005,211596420
2018-01-04,244.630005,244.880005,225.589996,238.300003,238.300003,206659684
2018-01-05,238.300003,251.559998,235.000000,244.509995,244.509995,262545479
2018-01-06,244.509995,305.209991,243.559998,278.920013,278.920013,511915657
2018-01-07,278.920013,287.269989,265.369995,271.570007,271.570007,212682356
2018-01-08,271.570007,273.470001,231.210007,254.250000,254.250000,270377483
2018-01-09,254.240005,258.589996,237.979996,246.039993,246.039993,184228877
2018-01-10,246.020004,249.309998,230.660004,249.100006,249.100006,207658680
2018-01-11,249.110001,252.889999,217.850006,226.529999,226.529999,262771223
2018-01-12,226.529999,241.830002,219.619995,235.350006,235.350006,140305335
2018-01-13,235.350006,262.869995,235.300003,257.940002,257.940002,176341211
2018-01-14,257.940002,268.809998,231.429993,236.860001,236.860001,189083699
2018-01-15,236.860001,244.399994,230.789993,231.889999,231.889999,110848991
2018-01-16,231.889999,232.399994,147.779999,183.860001,183.860001,473245937
2018-01-17,183.699997,204.559998,136.449997,188.210007,188.210007,458374670
2018-01-18,188.139999,208.369995,175.460007,191.029999,191.029999,274884322
2018-01-19,191.029999,201.250000,185.779999,192.270004,192.270004,132586901
2018-01-20,192.270004,214.720001,192.259995,210.679993,210.679993,133356395
2018-01-21,210.679993,210.809998,182.880005,190.729996,190.729996,118925936
2018-01-22,190.720001,194.339996,165.419998,179.419998,179.419998,141918011
2018-01-23,179.419998,186.110001,164.759995,177.919998,177.919998,119223032
2018-01-24,177.910004,184.699997,172.419998,180.589996,180.589996,86367198
2018-01-25,180.589996,184.690002,175.210007,178.970001,178.970001,73767401
2018-01-26,178.929993,182.149994,165.759995,175.649994,175.649994,84960279
2018-01-27,175.649994,182.919998,173.880005,180.710007,180.710007,68085098
2018-01-28,180.710007,194.479996,180.289993,193.229996,193.229996,81443118
2018-01-29,193.229996,193.419998,177.369995,180.449997,180.449997,73715876
2018-01-30,180.449997,180.610001,159.770004,165.380005,165.380005,126940449
