"data","fechamento","abertura","maxima","minima","volume","variacao","DATE"
"Aug 01 2019","10,399.0","10,096.0","10,500.0","9,899.9","7.78","3.08",NA
"Aug 02 2019","10,519.0","10,400.0","10,648.3","10,345.0","8.44","1.15",NA
"Aug 03 2019","10,822.0","10,520.0","10,910.0","10,506.0","7.42","2.88",NA
"Aug 04 2019","10,973.0","10,822.0","11,060.0","10,595.0","9.28","1.40",NA
"Aug 05 2019","11,808.0","10,974.0","11,938.0","10,973.0","16.13","7.61",NA
"Aug 06 2019","11,471.2","11,824.0","12,307.0","11,268.0","19.34","-2.85",NA
"Aug 07 2019","11,997.0","11,472.0","12,122.0","11,386.0","13.66","4.58",NA
"Aug 08 2019","12,060.0","11,999.0","12,126.0","11,570.0","10.97","0.53",NA
"Aug 09 2019","11,893.0","12,051.0","12,092.7","11,711.0","7.81","-1.38",NA
"Aug 10 2019","11,314.0","11,892.0","12,003.0","11,263.0","9.02","-4.87",NA
"Aug 11 2019","11,586.0","11,308.0","11,594.0","11,158.0","5.44","2.40",NA
"Aug 12 2019","11,404.0","11,577.0","11,578.8","11,272.0","3.20","-1.57",NA
"Aug 13 2019","10,904.0","11,411.0","11,468.0","10,801.0","9.00","-4.38",NA
"Aug 14 2019","10,067.0","10,904.0","10,909.0","9,980.0","14.51","-7.68",NA
"Aug 15 2019","10,327.0","10,067.0","10,470.0","9,522.5","17.37","2.58",NA
"Aug 16 2019","10,366.0","10,324.0","10,568.0","9,783.4","12.89","0.38",NA
"Aug 17 2019","10,228.0","10,372.0","10,487.0","10,004.1","4.89","-1.33",NA
"Aug 18 2019","10,327.0","10,230.0","10,529.0","10,086.0","3.90","0.97",NA
"Aug 19 2019","10,937.0","10,329.0","10,960.0","10,280.0","7.38","5.91",NA
"Aug 20 2019","10,793.0","10,947.0","10,986.0","10,588.0","5.83","-1.32",NA
"Aug 21 2019","10,146.0","10,795.0","10,825.0","9,880.0","11.79","-5.99",NA
"Aug 22 2019","10,117.0","10,147.0","10,247.0","9,790.0","6.53","-0.29",NA
"Aug 23 2019","10,408.0","10,117.0","10,461.0","10,063.0","6.39","2.88",NA
"Aug 24 2019","10,152.0","10,414.0","10,427.0","9,900.0","5.41","-2.46",NA
"Aug 25 2019","10,132.0","10,162.0","10,349.0","9,881.1","5.21","-0.20",NA
"Aug 26 2019","10,377.0","10,144.0","10,654.0","10,144.0","8.98","2.42",NA
"Aug 27 2019","10,184.0","10,376.2","10,392.0","10,036.9","4.52","-1.86",NA
"Aug 28 2019","9,727.4","10,190.0","10,303.0","9,585.3","10.41","-4.48",NA
"Aug 29 2019","9,509.0","9,727.3","9,727.3","9,360.4","7.08","-2.25",NA
"Aug 30 2019","9,601.0","9,509.4","9,710.0","9,384.3","3.75","0.97",NA
"Aug 31 2019","9,623.9","9,600.7","9,710.2","9,472.1","2.75","0.24",NA
"Sep 01 2019","9,779.1","9,623.9","9,858.0","9,560.1","2.87","1.61",NA
"Sep 02 2019","10,388.0","9,783.0","10,473.0","9,754.9","11.14","6.23",NA
"Sep 03 2019","10,641.0","10,401.0","10,766.0","10,300.0","10.74","2.44",NA
"Sep 04 2019","10,590.0","10,642.0","10,841.2","10,411.0","6.25","-0.48",NA
"Sep 05 2019","10,578.7","10,593.0","10,663.0","10,483.0","3.01","-0.11",NA
"Sep 06 2019","10,317.0","10,582.9","10,933.0","10,218.0","11.28","-2.47",NA
"Sep 07 2019","10,488.0","10,305.0","10,581.0","10,305.0","3.38","1.66",NA
"Sep 08 2019","10,415.0","10,489.0","10,599.0","10,257.0","3.51","-0.70",NA
"Sep 09 2019","10,318.0","10,417.0","10,542.0","10,118.6","5.20","-0.93",NA
"Sep 10 2019","10,122.0","10,317.0","10,399.0","9,961.7","4.21","-1.90",NA
"Sep 11 2019","10,175.0","10,121.0","10,297.0","9,866.5","4.35","0.52",NA
"Sep 12 2019","10,452.0","10,174.2","10,488.0","10,065.1","4.40","2.72",NA
"Sep 13 2019","10,374.0","10,452.0","10,475.0","10,170.0","4.50","-0.75",NA
"Sep 14 2019","10,379.0","10,374.0","10,478.0","10,256.0","3.16","0.05",NA
"Sep 15 2019","10,322.0","10,381.0","10,402.0","10,287.0","1.88","-0.55",NA
"Sep 16 2019","10,295.0","10,321.0","10,399.0","10,100.0","5.52","-0.26",NA
"Sep 17 2019","10,214.1","10,290.0","10,308.0","10,171.0","2.94","-0.79",NA
"Sep 18 2019","10,185.0","10,214.1","10,278.0","10,111.0","3.34","-0.28",NA
"Sep 19 2019","10,301.0","10,185.0","10,417.0","9,655.0","9.77","1.14",NA
"Sep 20 2019","10,198.0","10,303.0","10,340.0","10,105.0","2.51","-1.00",NA
"Sep 21 2019","10,013.0","10,197.0","10,199.0","9,958.1","2.98","-1.81",NA
"Sep 22 2019","10,052.0","10,012.0","10,105.0","9,881.4","2.75","0.39",NA
"Sep 23 2019","9,702.6","10,055.0","10,077.0","9,627.5","5.49","-3.48",NA
"Sep 24 2019","8,547.9","9,702.6","9,788.1","8,110.1","34.87","-11.90",NA
"Sep 25 2019","8,361.7","8,535.0","8,770.0","8,266.1","40.28","-2.18",NA
