Date,Open,High,Low,Close,Adj Close,Volume
2017-01-16,821.169983,938.380005,817.700012,918.840027,918.840027,329259437
2017-01-23,918.840027,927.979980,883.630005,914.549988,914.549988,200509872
2017-01-30,914.549988,1041.040039,911.510010,1016.109985,1016.109985,298650629
2017-02-06,1016.109985,1073.030029,924.650024,996.520020,996.520020,392290965
2017-02-13,996.520020,1063.209961,975.099976,1048.890015,1048.890015,228828194
2017-02-20,1048.890015,1211.739990,1040.989990,1171.579956,1171.579956,440911007
2017-02-27,1171.579956,1291.349976,1154.550049,1271.219971,1271.219971,428991802
2017-03-06,1271.219971,1330.420044,988.690002,1225.109985,1225.109985,694700021
2017-03-13,1225.109985,1260.239990,940.179993,1022.599976,1022.599976,849110698
2017-03-20,1022.599976,1125.530029,890.429993,969.440002,969.440002,676207676
2017-03-27,969.440002,1109.479980,961.799988,1097.400024,1097.400024,554213121
2017-04-03,1097.400024,1215.099976,1095.550049,1204.339966,1204.339966,544628453
2017-04-10,1204.339966,1229.569946,841.530029,1176.800049,1176.800049,339739236
2017-04-17,1176.800049,1256.969971,1172.810059,1249.140015,1249.140015,405753126
2017-04-24,1249.140015,1358.939941,1234.859985,1351.910034,1351.910034,482899220
2017-05-01,1351.910034,1609.839966,1342.780029,1554.449951,1554.449951,975863966
2017-05-08,1554.449951,1864.760010,1552.859985,1772.550049,1772.550049,1142314424
2017-05-15,1772.550049,2094.939941,1653.719971,2044.189941,2044.189941,1107642071
2017-05-22,2044.189941,2781.760010,1868.560059,2189.020020,2189.020020,2755467468
2017-05-29,2189.020020,2582.770020,2117.340088,2524.060059,2524.060059,1551458965
2017-06-05,2524.060059,2977.860107,2523.919922,2973.449951,2973.449951,2043236321
2017-06-12,2973.449951,2985.060059,2125.560059,2539.560059,2539.560059,2722762474
2017-06-19,2539.560059,2804.409912,2472.370117,2541.620117,2541.620117,1637950097
2017-06-26,2541.620117,2616.949951,2309.629883,2536.459961,2536.459961,1765335274
2017-07-03,2536.459961,2658.729980,2480.620117,2511.429932,2511.429932,1277141841
2017-07-10,2511.429932,2530.340088,1808.989990,1914.089966,1914.089966,2047705912
2017-07-17,1914.089966,2932.810059,1913.790039,2756.610107,2756.610107,3169659634
2017-07-24,2756.610107,2843.780029,2441.540039,2766.489990,2766.489990,2211391041
2017-07-31,2766.489990,3344.010010,2659.620117,3232.030029,3232.030029,1903126863
2017-08-07,3232.030029,4189.419922,3198.510010,4062.600098,4062.600098,2679859532
2017-08-14,4062.600098,4487.500000,3837.129883,4066.600098,4066.600098,3795776487
2017-08-21,4066.600098,4461.709961,3612.209961,4345.750000,4345.750000,2479413635
2017-08-28,4345.750000,4976.520020,4195.229980,4612.919922,4612.919922,3142191073
2017-09-04,4612.919922,4699.589844,4004.620117,4245.890137,4245.890137,3810979514
2017-09-11,4245.890137,4387.759766,2979.879883,3689.610107,3689.610107,5173264105
2017-09-18,3689.610107,4122.750000,3505.810059,3667.520020,3667.520020,2813680136
2017-09-25,3667.520020,4412.620117,3665.669922,4403.089844,4403.089844,2460306887
